movie_name,soundtrack_name,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Pan's Labyrinth,"Rose, Dragon/La rosa y el dragón ",0.0808,0.0738,0.0442,0.961,0.496,0.127,0.033,172.532
Pan's Labyrinth,The Fairy and the Labyrinth/El hada y el laberinto ,0.0809,0.247,0.0415,0.909,0.893,0.106,0.121,70.18
Pan's Labyrinth,Three Trials/Las tres pruebas ,0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
Pan's Labyrinth,The Moribund Tree and the Toad/El árbol que muere y el sapo ,0.121,0.186,0.0372,0.903,0.562,0.109,0.0434,88.155
Pan's Labyrinth,Guerilleros ,0.207,0.265,0.0369,0.828,0.904,0.158,0.0383,81.225
Pan's Labyrinth,A Book of Blood/El libro de sangre ,0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
Pan's Labyrinth,Mercedes Lullaby/Nana de Mercedes ,0.158,0.0621,0.0444,0.963,0.567,0.0745,0.138,75.786
Pan's Labyrinth,The Refuge/El refugio ,0.186,0.151,0.0344,0.901,0.957,0.115,0.0611,66.339
Pan's Labyrinth,Not Human/El que no es humano ,0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
Pan's Labyrinth,The River/El río ,0.0811,0.0865,0.0361,0.985,0.952,0.104,0.0852,82.236
Pan's Labyrinth,A Tale/Un cuento ,0.453,0.0316,0.0291,0.933,0.971,0.0703,0.18,69.955
Pan's Labyrinth,Deep Forest/Bosque profundo ,0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
Pan's Labyrinth,Waltz of the Mandrake/Vals de la mandrágora ,0.284,0.128,0.0347,0.967,0.832,0.0535,0.114,96.321
Pan's Labyrinth,The Funeral/El funeral ,0.0813,0.0796,0.0436,0.889,0.943,0.0998,0.0596,66.051
Pan's Labyrinth,Mercedes ,0.158,0.0621,0.0444,0.963,0.567,0.0745,0.138,75.786
Pan's Labyrinth,Pan and the Full Moon/La luna llena y el Fauno ,0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
Pan's Labyrinth,Ofelia ,0.0898,0.206,0.0338,0.901,0.79,0.115,0.0372,82.879
Pan's Labyrinth,A Princess/Una princesa ,0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
Pan's Labyrinth,Pan's Labyrinth Lullaby/Nana del laberinto del Fauno ,0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
Pan's Labyrinth,Soy un pobre presidiario ,0.37,0.00767,0.0413,0.995,0.955,0.0807,0.138,99.029
Pan's Labyrinth,En los jardines de Granada ,0.37,0.00767,0.0413,0.995,0.955,0.0807,0.138,99.029
Pan's Labyrinth,"Just A Short Time After (Reconstruction pt. 1, 2) ",0.284,0.0863,0.0428,0.89,0.0889,0.0803,0.0796,70.79
A Beautiful Mind,All Love Can Be ,0.191,0.0485,0.0409,0.98,0.0658,0.0855,0.0707,72.375
A Beautiful Mind,Columba aspexit ,0.236,0.0141,0.0578,0.994,0.0,0.0993,0.22,170.621
A Beautiful Mind,"Piano Sonata No. 11 in A Major, K. 331 ",0.309,0.0264,0.0485,0.995,0.921,0.132,0.226,74.593
A Beautiful Mind,A Lonely Tear ,0.147,0.0813,0.0397,0.924,0.916,0.0906,0.0347,139.542
The Sixth Sense,I Fall In Love Too Easily ,0.676,0.943,0.0736,0.00855,7.73e-05,0.395,0.785,133.993
The Sixth Sense,Come See About Me ,0.676,0.943,0.0736,0.00855,7.73e-05,0.395,0.785,133.993
The Sixth Sense,Head ,0.676,0.943,0.0736,0.00855,7.73e-05,0.395,0.785,133.993
The Sixth Sense,Space Cocktail ,0.676,0.943,0.0736,0.00855,7.73e-05,0.395,0.785,133.993
The Sixth Sense,Unknown Rider ,0.676,0.943,0.0736,0.00855,7.73e-05,0.395,0.785,133.993
The Sixth Sense,"Piano Quintet in A Major, Op. 32, D.667, 'Trout' Andante (Tema con Variazoni) ",0.314,0.0685,0.0434,0.941,0.843,0.106,0.267,121.493
The Sixth Sense,Crazy Girl ,0.517,0.723,0.0332,0.0148,3.39e-06,0.111,0.585,90.379
Monty Python and the Holy Grail,Camelot Song (Knights of the Round Table) ,0.475,0.769,0.0929,0.384,2.16e-05,0.0283,0.481,142.102
Monty Python and the Holy Grail,He's Going to Tell ,0.636,0.35,0.0435,0.514,0.0,0.122,0.516,60.384
Monty Python and the Holy Grail,Big Country ,0.151,0.42,0.0309,0.676,0.788,0.28,0.143,73.931
Monty Python and the Holy Grail,Homeward Bound ,0.391,0.7,0.0665,0.891,0.956,0.11,0.409,111.423
Monty Python and the Holy Grail,God Choir ,0.391,0.7,0.0665,0.891,0.956,0.11,0.409,111.423
Monty Python and the Holy Grail,Fanfare ,0.391,0.7,0.0665,0.891,0.956,0.11,0.409,111.423
Monty Python and the Holy Grail,Sunrise Music ,0.391,0.7,0.0665,0.891,0.956,0.11,0.409,111.423
Monty Python and the Holy Grail,Knights of Ni ,0.475,0.769,0.0929,0.384,2.16e-05,0.0283,0.481,142.102
Monty Python and the Holy Grail,Sir Robin's Song ,0.74,0.32,0.0501,0.0119,0.000105,0.178,0.643,121.237
Monty Python and the Holy Grail,Magenta ,0.131,0.294,0.0343,0.761,0.913,0.107,0.125,73.401
Monty Python and the Holy Grail,Love Theme ,0.391,0.7,0.0665,0.891,0.956,0.11,0.409,111.423
Monty Python and the Holy Grail,Starlet in the Starlight ,0.208,0.483,0.034,0.963,0.813,0.616,0.114,114.278
Monty Python and the Holy Grail,Monks Chant ,0.391,0.7,0.0665,0.891,0.956,0.11,0.409,111.423
Monty Python and the Holy Grail,The Promised Land ,0.199,0.386,0.0329,0.927,0.818,0.0822,0.0763,62.733
Monty Python and the Holy Grail,Ice Floe 9 ,0.596,0.541,0.047,0.698,0.89,0.114,0.276,136.71
Monty Python and the Holy Grail,Flying Messenger ,0.434,0.597,0.0262,0.907,0.935,0.129,0.158,86.572
Monty Python and the Holy Grail,Countrywide ,0.187,0.431,0.0346,0.933,0.913,0.101,0.087,126.681
There Will Be Blood,Popcorn Superhet Receiver ,0.563,0.879,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
There Will Be Blood,Violin Concerto in D Major Op.77:3. Vivace Non Troppo ,0.313,0.195,0.0447,0.868,0.27,0.141,0.409,78.769
There Will Be Blood,Smear ,0.563,0.879,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
There Will Be Blood,Pärt: Fratres for Cello and Piano ,0.563,0.879,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
There Will Be Blood,What a Friend We Have in Jesus ,0.563,0.879,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
There Will Be Blood,There Is Power in the Blood ,0.563,0.879,0.0907,0.00125,1.76e-05,0.166,0.602,107.013
There Will Be Blood,Gradh Geal Mo Chridh ,0.158,0.246,0.0377,0.294,0.902,0.079,0.0999,93.807
The Truman Show,"Piano Sonata No. 11 in A Major (K. 331) (300), Third Movement: Alla Turca ",0.266,0.00361,0.052,0.995,0.925,0.0723,0.0631,94.861
The Truman Show,The Beginning ,0.687,0.458,0.0463,0.395,0.831,0.13,0.488,112.015
The Truman Show,Living Waters ,0.153,0.0774,0.0376,0.686,0.24,0.103,0.0347,137.339
The Truman Show,Anthem - Part 1 ,0.266,0.00361,0.052,0.995,0.925,0.0723,0.0631,94.861
The Truman Show,Opening ,0.306,0.261,0.037,0.229,0.93,0.236,0.0586,143.506
The Truman Show,Twentieth Century Boy ,0.531,0.818,0.0527,0.405,0.00385,0.07,0.866,180.217
The Truman Show,"Piano Concerto No. 1 in E Minor, Opus 11: Second Movement: 'Romance - Larghetto' ",0.295,0.119,0.051,0.981,0.868,0.117,0.0669,100.586
The Truman Show,Scales to America ,0.266,0.00361,0.052,0.995,0.925,0.0723,0.0631,94.861
The Truman Show,"Horn Concerto No. 1 in D Major (K412), First Movement: Allegro ",0.118,0.0648,0.0445,0.99,0.921,0.167,0.166,75.93
The Truman Show,Love Is Just Around the Corner ,0.38,0.00739,0.0475,0.995,0.854,0.117,0.0529,67.179
The Truman Show,Wiegenlied (Lullaby) ,0.0882,0.0397,0.0436,0.983,0.859,0.104,0.0388,167.681
The Truman Show,Underground ,0.435,0.313,0.0361,0.13,0.887,0.107,0.0764,113.806
The Truman Show,Father Kolbe's Preaching ,0.233,0.293,0.0337,0.489,0.932,0.112,0.0484,108.737
The Truman Show,Truman Sleeps ,0.266,0.00361,0.052,0.995,0.925,0.0723,0.0631,94.861
The Truman Show,Raising the Sail ,0.362,0.011,0.0308,0.971,0.9,0.127,0.0898,65.566
The Truman Show,It's a Life ,0.422,0.165,0.034,0.924,0.965,0.475,0.141,119.887
The Truman Show,Anthem - Part 2 ,0.461,0.121,0.0303,0.0296,0.457,0.18,0.0474,100.118
Yojimbo,It looks like we don't have any Soundtracks for this title yet.,0.319,0.4,0.0296,0.951,0.839,0.101,0.454,176.138
The Treasure of the Sierra Madre,Believe Me If All Those Endearing Young Charms ,0.134,0.632,0.0448,0.488,0.922,0.179,0.0753,95.773
Shutter Island,Lontano ,0.544,0.459,0.245,0.245,0.0,0.0627,0.418,172.12
Shutter Island,Fog Tropes ,0.808,0.442,0.0712,0.426,0.831,0.212,0.762,169.935
Shutter Island,Symphony No. 3: Passacaglia - Allegro moderato ,0.544,0.459,0.245,0.245,0.0,0.0627,0.418,172.12
Shutter Island,Music for Marcel Duchamp ,0.366,0.00713,0.0595,0.992,0.952,0.0992,0.0382,109.341
Shutter Island,Hommage á John Cage ,0.173,2.03e-05,0.409,0.0,0.971,0.102,0.975,54.211
Shutter Island,Quattro Pezzi ,0.358,0.0404,0.0555,0.994,0.909,0.107,0.361,92.238
Shutter Island,Rothko Chapel 2 ,0.144,0.137,0.0482,0.00283,0.818,0.377,0.14,190.982
Shutter Island,On the Nature of Daylight ,0.0879,0.236,0.0429,0.705,0.774,0.127,0.0389,167.565
Shutter Island,Uaxuctum: The Legend of the Mayan City Which They Themselves Destroyed for Religious Reasons ,0.808,0.442,0.0712,0.426,0.831,0.212,0.762,169.935
Shutter Island,Pacific Sirens ,0.566,0.686,0.0466,0.2,0.9,0.109,0.527,85.964
Shutter Island,The Lost Day ,0.454,0.723,0.0345,0.0834,0.0278,0.113,0.546,144.971
Shutter Island,Four Hymns: II for Cello and Double Bass ,0.544,0.459,0.245,0.245,0.0,0.0627,0.418,172.12
Shutter Island,Lizard Point ,0.364,0.89,0.0655,0.000489,0.033,0.121,0.295,139.947
Shutter Island,Suite for Symphonic Strings: Nocturne ,0.0802,0.111,0.0473,0.918,0.432,0.103,0.0317,82.955
Shutter Island,Christian Zeal and Activity ,0.358,0.0404,0.0555,0.994,0.909,0.107,0.361,92.238
Shutter Island,Root of an Unfocus ,0.0879,0.236,0.0429,0.705,0.774,0.127,0.0389,167.565
Shutter Island,Fluorescences ,0.65,0.55,0.0426,0.0869,0.000925,0.127,0.788,129.087
Shutter Island,My Father Knew Charles Ives: The Lake ,0.179,0.00761,0.0361,0.578,0.757,0.0426,0.0388,62.676
Shutter Island,Fragor ,0.56,0.0258,0.0998,0.975,1.21e-06,0.161,0.189,134.491
Shutter Island,Prelude - The Bay ,0.0879,0.236,0.0429,0.705,0.774,0.127,0.0389,167.565
Shutter Island,Two Etudes Harmonies ,0.242,0.116,0.041,0.983,0.915,0.115,0.036,66.272
Shutter Island,Quartet for Piano and Strings in A minor ,0.544,0.459,0.245,0.245,0.0,0.0627,0.418,172.12
Shutter Island,Cry ,0.45,0.282,0.0292,0.701,3.01e-06,0.093,0.302,74.945
Shutter Island,Wheel of Fortune ,0.215,0.344,0.0654,0.146,0.911,0.095,0.0554,181.095
Shutter Island,Tomorrow Night ,0.24,0.468,0.0319,0.203,0.00547,0.518,0.143,109.888
Shutter Island,This Bitter Earth ,0.263,0.177,0.0491,0.866,0.0102,0.259,0.271,80.8
The Great Escape,It looks like we don't have any Soundtracks for this title yet.,0.423,0.94,0.0635,0.00166,0.0,0.178,0.505,149.934
Rashomon,Woman's Tale Theme (Bolero) ,0.271,0.231,0.0516,0.407,0.894,0.0381,0.216,142.659
Jurassic Park,Las Gaviotas ,0.144,0.132,0.0333,0.946,0.779,0.115,0.0627,102.283
Kill Bill: Vol. 1,Bang Bang (My Baby Shot Me Down) ,0.536,0.175,0.0774,0.984,0.0712,0.244,0.486,88.683
Kill Bill: Vol. 1,Music Box Dancer ,0.141,0.249,0.0337,0.497,0.0413,0.0976,0.0931,82.343
Kill Bill: Vol. 1,Armundo ,0.204,0.366,0.0356,0.137,0.71,0.118,0.207,84.656
Kill Bill: Vol. 1,Ironside ,0.401,0.753,0.109,0.38,0.122,0.864,0.0,129.417
Kill Bill: Vol. 1,Twisted Nerve ,0.622,0.166,0.0588,0.982,0.109,0.111,0.224,115.022
Kill Bill: Vol. 1,That Certain Female ,0.637,0.626,0.102,0.0245,0.00609,0.295,0.655,93.447
Kill Bill: Vol. 1,Truck Turner ,0.141,0.249,0.0337,0.497,0.0413,0.0976,0.0931,82.343
Kill Bill: Vol. 1,Seven Notes in Black ,0.141,0.249,0.0337,0.497,0.0413,0.0976,0.0931,82.343
Kill Bill: Vol. 1,"Il Grande Duello / The Grand Duel, A (Mix II) ",0.644,0.728,0.0351,0.0543,0.169,0.161,0.43,88.993
Kill Bill: Vol. 1,I Lunghi Gioni Della Vendetta / The Long Day of Vengeance ,0.141,0.249,0.0337,0.497,0.0413,0.0976,0.0931,82.343
Kill Bill: Vol. 1,"Il Grande Duello / The Grand Duel, M10 ",0.141,0.249,0.0337,0.497,0.0413,0.0976,0.0931,82.343
Kill Bill: Vol. 1,Wound That Heals ,0.434,0.304,0.0473,0.841,0.792,0.1,0.108,66.486
Kill Bill: Vol. 1,Il Grande Duello / The Grand Duel - (Parte Prima) ,0.134,0.285,0.0356,0.297,0.033,0.105,0.0766,81.826
Kill Bill: Vol. 1,Run Fay Run ,0.753,0.908,0.0541,0.0113,0.646,0.0455,0.963,118.618
Kill Bill: Vol. 1,Green Hornet ,0.391,0.847,0.106,0.718,0.908,0.157,0.863,173.625
Kill Bill: Vol. 1,The Lonely Shepherd ,0.434,0.304,0.0473,0.841,0.792,0.1,0.108,66.486
Kill Bill: Vol. 1,I Walk Like Jayne Mansfield ,0.506,0.746,0.0505,0.716,0.474,0.106,0.208,136.463
Kill Bill: Vol. 1,Urami-Bushi ,0.447,0.468,0.0648,0.24,7.4e-05,0.0607,0.346,83.961
Kill Bill: Vol. 1,Woo Hoo ,0.566,0.811,0.0435,0.732,0.638,0.596,0.961,127.944
Kill Bill: Vol. 1,Battle Without Honor or Humanity ,0.704,0.844,0.0507,0.00173,0.905,0.0599,0.669,94.699
Kill Bill: Vol. 1,I'm Blue ,0.347,0.378,0.0354,0.857,0.0,0.118,0.61,173.482
Kill Bill: Vol. 1,Super 16 ,0.448,0.357,0.0506,0.729,0.865,0.184,0.11,103.322
Kill Bill: Vol. 1,Death Rides a Horse ,0.579,0.607,0.0275,0.598,0.000755,0.0832,0.433,104.342
Kill Bill: Vol. 1,Champions of Death ,0.434,0.304,0.0473,0.841,0.792,0.1,0.108,66.486
Kill Bill: Vol. 1,White Lightning ,0.675,0.608,0.0666,0.427,0.494,0.142,0.404,95.896
Kill Bill: Vol. 1,Police Check Point ,0.434,0.304,0.0473,0.841,0.792,0.1,0.108,66.486
Kill Bill: Vol. 1,Don't Let Me Be Misunderstood / Esmeralda Suite ,0.668,0.815,0.0833,0.0326,0.00102,0.0498,0.785,117.809
Kill Bill: Vol. 1,Nobody But Me ,0.644,0.728,0.0351,0.0543,0.169,0.161,0.43,88.993
Kill Bill: Vol. 1,Flower of Carnage (Shura No Hana) ,0.394,0.397,0.0277,0.356,2.4e-05,0.209,0.324,114.308
Kill Bill: Vol. 1,Yagyu Conspiracy ,0.434,0.304,0.0473,0.841,0.792,0.1,0.108,66.486
Kill Bill: Vol. 1,Auld Lang Syne ,0.622,0.166,0.0588,0.982,0.109,0.111,0.224,115.022
Finding Nemo,The Girl from Ipanema ,0.664,0.194,0.0357,0.909,3.85e-05,0.0829,0.443,129.863
Finding Nemo,Psycho (The Murder) ,0.197,0.0898,0.0393,0.928,0.983,0.167,0.037,113.303
Finding Nemo,Fandango ,0.164,0.0248,0.0462,0.98,0.967,0.103,0.0553,79.083
Finding Nemo,Beyond the Sea ,0.521,0.516,0.0369,0.723,0.0,0.257,0.569,136.483
Finding Nemo,Just Keep Swimming ,0.58,0.335,0.297,0.813,0.0,0.387,0.458,77.466
Finding Nemo,"Twinkle, Twinkle, Little Star ",0.163,0.143,0.0451,0.802,0.978,0.118,0.0399,80.187
No Country for Old Men,Puño de tierra ,0.839,0.515,0.0424,0.00626,0.768,0.164,0.773,99.967
No Country for Old Men,Las mañanitas ,0.334,0.272,0.0448,0.791,0.0,0.467,0.537,149.42
No Country for Old Men,Young Men Dead ,0.564,0.467,0.0292,0.0736,0.93,0.0884,0.143,127.967
Raging Bull,Cavalleria rusticana: Intermezzo ,0.0869,0.0445,0.0427,0.831,0.927,0.109,0.0351,77.661
Raging Bull,Guglielmo Ratcliff: Intermezzo ,0.103,0.128,0.0435,0.905,0.916,0.157,0.034,79.194
Raging Bull,Silvano: Barcarolle ,0.0783,0.0272,0.0463,0.858,0.74,0.672,0.0377,81.406
Raging Bull,At Last ,0.473,0.833,0.0782,0.0675,2.01e-06,0.0916,0.285,128.168
Raging Bull,A New Kind of Love ,0.578,0.896,0.0579,0.0591,0.0312,0.263,0.248,86.978
Raging Bull,Webster Hall ,0.0869,0.0445,0.0427,0.831,0.927,0.109,0.0351,77.661
Raging Bull,Vivere ,0.835,0.568,0.0364,0.032,0.0096,0.101,0.411,120.03
Raging Bull,Stornelli Fiorentini ,0.665,0.084,0.039,0.994,4.81e-06,0.114,0.502,119.296
Raging Bull,Scapricciatiello (Infatuation) ,0.142,0.235,0.0365,0.199,0.882,0.364,0.0392,146.117
Raging Bull,Turi Giuliano ,0.0869,0.0445,0.0427,0.831,0.927,0.109,0.0351,77.661
Raging Bull,Cow Cow Boogie ,0.142,0.235,0.0365,0.199,0.882,0.364,0.0392,146.117
Raging Bull,Whispering Grass ,0.439,0.484,0.0496,0.0471,5.24e-05,0.15,0.603,123.905
Raging Bull,Stone Cold Dead in the Market ,0.479,0.899,0.0478,1.4e-05,0.00635,0.316,0.642,137.03
Raging Bull,Till Then ,0.142,0.235,0.0365,0.199,0.882,0.364,0.0392,146.117
Raging Bull,Big Noise from Winnetka ,0.458,0.239,0.0369,0.351,0.865,0.112,0.636,131.637
Raging Bull,Heartaches ,0.579,0.403,0.0277,0.862,0.0,0.386,0.373,76.911
Raging Bull,Do I Worry ,0.142,0.235,0.0365,0.199,0.882,0.364,0.0392,146.117
Raging Bull,Two O'Clock Jump ,0.476,0.538,0.0352,0.688,0.624,0.119,0.742,155.273
Raging Bull,Drum Boogie ,0.142,0.235,0.0365,0.199,0.882,0.364,0.0392,146.117
Raging Bull,All or Nothing at All ,0.314,0.105,0.0333,0.985,0.00639,0.242,0.253,130.771
Raging Bull,Blue Velvet ,0.61,0.212,0.0308,0.504,2.49e-06,0.136,0.322,79.129
Raging Bull,Flash ,0.142,0.235,0.0365,0.199,0.882,0.364,0.0392,146.117
Raging Bull,Jersey Bounce ,0.737,0.985,0.0672,0.0094,0.797,0.263,0.485,97.021
Raging Bull,Come Fly with Me ,0.475,0.44,0.0448,0.707,0.0,0.138,0.478,134.192
Raging Bull,Mona Lisa ,0.365,0.222,0.0289,0.848,0.788,0.104,0.213,130.649
Raging Bull,I Ain't Got Nobody ,0.589,0.199,0.034,0.895,0.0105,0.549,0.543,99.875
Raging Bull,Nao tenho lagrimas ,0.142,0.235,0.0365,0.199,0.882,0.364,0.0392,146.117
Raging Bull,Prisoner of Love ,0.526,0.123,0.058,0.957,0.0,0.11,0.266,76.695
Raging Bull,Frenesi ,0.898,0.748,0.315,0.117,2.55e-06,0.166,0.691,127.984
Raging Bull,My Reverie ,0.416,0.948,0.104,6.17e-06,0.0,0.0431,0.329,161.969
Raging Bull,Just One More Chance ,0.336,0.249,0.0391,0.922,0.000188,0.109,0.4,119.69
Raging Bull,That's My Desire ,0.543,0.125,0.0328,0.838,1.2e-05,0.116,0.268,72.941
Raging Bull,"Bye, Bye Baby ",0.479,0.899,0.0478,1.4e-05,0.00635,0.316,0.642,137.03
Raging Bull,Lonely Nights ,0.573,0.388,0.0312,0.794,0.0,0.29,0.64,78.847
Raging Bull,Tell the Truth ,0.6,0.984,0.261,0.0259,0.0,0.25,0.33,127.975
Raging Bull,Of Mice and Men ,0.467,0.942,0.055,2.95e-05,0.000562,0.47,0.223,139.952
The Elephant Man,"Adagio for Strings, Op. 11 ",0.0738,0.0298,0.0451,0.934,0.882,0.0714,0.0326,78.739
V for Vendetta,The Beginning... At Last ,0.196,0.499,0.0681,0.75,0.829,0.372,0.12,157.638
V for Vendetta,Cry Me a River ,0.461,0.00405,0.068,0.967,0.000547,0.114,0.106,66.633
V for Vendetta,The Girl from Ipanema ,0.664,0.194,0.0357,0.909,3.85e-05,0.0829,0.443,129.863
V for Vendetta,The Duel ,0.196,0.499,0.0681,0.75,0.829,0.372,0.12,157.638
V for Vendetta,Love Theme and End TItle ,0.196,0.499,0.0681,0.75,0.829,0.372,0.12,157.638
V for Vendetta,Corcovado - Quiet Nights of Quiet Stars ,0.531,0.198,0.039,0.952,0.00267,0.119,0.437,128.038
V for Vendetta,Yakety Sax ,0.657,0.969,0.0501,0.352,0.888,0.0352,0.884,116.066
V for Vendetta,I Found a Reason ,0.474,0.00213,0.0428,0.942,0.0,0.0775,0.505,111.898
V for Vendetta,Long Black Train ,0.196,0.499,0.0681,0.75,0.829,0.372,0.12,157.638
V for Vendetta,Bird Gerhl ,0.0736,0.0992,0.0456,0.87,0.917,0.206,0.0291,80.369
V for Vendetta,Street Fighting Man ,0.196,0.499,0.0681,0.75,0.829,0.372,0.12,157.638
V for Vendetta,Bkab ,0.196,0.499,0.0681,0.75,0.829,0.372,0.12,157.638
V for Vendetta,Out of Sight ,0.0736,0.0992,0.0456,0.87,0.917,0.206,0.0291,80.369
V for Vendetta,1812 Overture ,0.196,0.499,0.0681,0.75,0.829,0.372,0.12,157.638
Gone with the Wind,Selznick International Theme ,0.186,0.17,0.0355,0.919,0.921,0.102,0.0394,101.006
Gone with the Wind,(I Wish I Was in) Dixie's Land ,0.574,0.744,0.282,0.441,1.07e-05,0.168,0.481,178.134
Gone with the Wind,Katie Belle ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Under the Willow She's Sleeping ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Lou'siana Belle ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Dolly Day ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Ring de Banjo ,0.555,0.607,0.0344,0.196,0.2,0.188,0.911,131.686
Gone with the Wind,Sweet and Low ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Ye Cavaliers of Dixie ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Taps ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Massa's in de Cold Ground ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,"Maryland, My Maryland ",0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Irish Washerwoman ,0.691,0.69,0.06,0.762,0.932,0.106,0.977,133.466
Gone with the Wind,Garryowen ,0.476,0.514,0.0362,0.77,0.968,0.169,0.888,102.158
Gone with the Wind,When Johnny Comes Marching Home ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,"Weeping, Sad and Lonely (When This Cruel War Is Over) ",0.601,0.458,0.0256,0.206,0.0075,0.093,0.154,91.807
Gone with the Wind,The Bonnie Blue Flag ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Hark! the Herald Angels Sing ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Tramp! Tramp! Tramp! (The Boys Are Marching) ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,The Old Folks at Home (Swanee River) ,0.449,0.00709,0.0614,0.989,0.346,0.11,0.31,74.431
Gone with the Wind,Go Down Moses (Let My People Go) ,0.584,0.264,0.0471,0.955,0.749,0.109,0.618,133.887
Gone with the Wind,My Old Kentucky Home ,0.186,0.17,0.0355,0.919,0.921,0.102,0.0394,101.006
Gone with the Wind,Marching Through Georgia ,0.421,0.942,0.14,0.000314,1.04e-06,0.0704,0.303,77.573
Gone with the Wind,Battle Hymn of the Republic ,0.289,0.0601,0.0341,0.951,0.000161,0.252,0.265,104.657
Gone with the Wind,Beautiful Dreamer ,0.186,0.17,0.0355,0.919,0.921,0.102,0.0394,101.006
Gone with the Wind,Jeanie with the Light Brown Hair ,0.186,0.17,0.0355,0.919,0.921,0.102,0.0394,101.006
Gone with the Wind,Yankee Doodle ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Stars of the Summer Night ,0.449,0.00709,0.0614,0.989,0.346,0.11,0.31,74.431
Gone with the Wind,Bridal Chorus (Here Comes the Bride) ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Deep River ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,For He's a Jolly Good Fellow ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,London Bridge Is Falling Down ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Gone with the Wind,Ben Bolt (Oh Don't You Remember) ,0.327,0.0115,0.0492,0.995,0.955,0.104,0.0384,64.132
Gone with the Wind,(Unspecified Cue) ,0.17,0.43,0.0357,0.68,0.854,0.459,0.171,121.8
Chinatown,I Can't Get Started ,0.332,0.463,0.0415,0.953,0.68,0.323,0.476,72.836
Chinatown,Easy Living ,0.473,0.064,0.0591,0.995,0.919,0.13,0.222,72.591
Chinatown,The Way You Look Tonight ,0.409,0.0386,0.0558,0.995,0.864,0.112,0.231,55.483
Chinatown,Some Day ,0.752,0.803,0.0337,0.324,2.66e-06,0.203,0.669,123.17
Chinatown,The Vagabond King Waltz ,0.621,0.174,0.0674,0.992,0.00303,0.152,0.675,127.062
Inside Out,Grim Grinning Ghosts (Otherworldly Concerto) ,0.553,0.465,0.0301,0.84,0.97,0.102,0.652,79.223
Inside Out,Exotico Speedo ,0.42,0.961,0.0731,0.0185,0.0126,0.054,0.632,171.682
"Lock, Stock and Two Smoking Barrels",Hundred Mile City ,0.472,0.936,0.0418,0.00148,0.00196,0.0888,0.593,110.914
"Lock, Stock and Two Smoking Barrels",The Boss ,0.535,0.95,0.038,0.105,0.0165,0.51,0.176,120.661
"Lock, Stock and Two Smoking Barrels","Truly Madly, Deeply ",0.535,0.95,0.038,0.105,0.0165,0.51,0.176,120.661
"Lock, Stock and Two Smoking Barrels",Spooky ,0.683,0.708,0.0289,0.519,1.99e-05,0.175,0.969,106.445
"Lock, Stock and Two Smoking Barrels","Liar, Liar ",0.433,0.51,0.0624,0.758,0.914,0.107,0.45,87.451
"Lock, Stock and Two Smoking Barrels",I Wanna Be Your Dog ,0.535,0.95,0.038,0.105,0.0165,0.51,0.176,120.661
"Lock, Stock and Two Smoking Barrels",Why Did You Do It ,0.758,0.414,0.0793,0.00614,0.00048,0.137,0.821,93.723
"Lock, Stock and Two Smoking Barrels",Man Machine ,0.457,0.869,0.458,0.0592,0.0,0.118,0.564,82.151
