movie_name,soundtrack_name,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Avengers: Infinity War,The Rubberband Man ,0.719,0.659,0.0284,0.27,5.15e-06,0.0782,0.874,99.979
Avengers: Infinity War,Black Panther Theme ,0.127,0.0355,0.0447,0.912,0.594,0.119,0.0834,65.659
Witness for the Prosecution,I May Never Go Home Anymore ,0.494,0.844,0.06,0.00656,0.254,0.663,0.787,191.111
Aliens,It looks like we don't have any Soundtracks for this title yet.,0.47,0.915,0.1,0.000954,7.58e-06,0.35,0.69,107.569
American Beauty,Because ,0.399,0.145,0.028,0.733,8.66e-06,0.0717,0.18,81.586
American Beauty,On Broadway ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,Tenderfoot ,0.561,0.648,0.0265,0.0509,0.0,0.146,0.392,142.3
American Beauty,All Right Now ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,We Haven't Turned Around ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,Something Grand ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,American Woman ,0.492,0.932,0.203,0.00711,0.0,0.177,0.635,151.166
American Beauty,All Along The Watchtower ,0.438,0.805,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
American Beauty,Use Me ,0.657,0.372,0.041,0.351,0.0,0.0856,0.836,95.913
American Beauty,Cancer For The Cure ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,The Seeker ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,Don't Rain On My Parade ,0.645,0.169,0.0317,0.844,0.00019,0.109,0.178,167.826
American Beauty,As Long As I'm Singing ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,Open The Door ,0.657,0.372,0.041,0.351,0.0,0.0856,0.836,95.913
American Beauty,Don't Let It Bring You Down ,0.598,0.829,0.132,0.00588,0.000401,0.308,0.647,150.963
American Beauty,Call Me Irresponsible ,0.492,0.932,0.203,0.00711,0.0,0.177,0.635,151.166
American Beauty,Where Love Has Gone ,0.206,0.00664,0.0366,0.98,0.958,0.0883,0.052,77.018
American Beauty,Bali Ha'i ,0.219,0.23,0.0332,0.933,0.00279,0.291,0.231,85.073
The Dark Knight Rises,Pavane pour une infante défunte ,0.43,0.417,0.0399,0.716,0.574,0.246,0.295,99.713
The Dark Knight Rises,The Star-Spangled Banner ,0.43,0.417,0.0399,0.716,0.574,0.246,0.295,99.713
The Dark Knight Rises,"Rosen aus dem Süden, Op. 388 ",0.43,0.417,0.0399,0.716,0.574,0.246,0.295,99.713
Spider-Man: No Way Home,I Zimbra ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,Native New Yorker ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,Scraper ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,No Sleep 'till Brooklyn ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,Flashpoint ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,Theme from Doctor Strange ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,"Concerto for Two Violins in G Major, RV 516: III. Allegro ",0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,Doc Ock Is Born ,0.403,0.577,0.0377,0.225,0.0,0.119,0.147,111.277
Spider-Man: No Way Home,Enter the Goblin ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,Spider-Man Main Title ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,I'm Electro ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,Deck the Halls ,0.403,0.577,0.0377,0.225,0.0,0.119,0.147,111.277
Spider-Man: No Way Home,Main Title - Young Peter ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Spider-Man: No Way Home,The Magic Number ,0.403,0.577,0.0377,0.225,0.0,0.119,0.147,111.277
Spider-Man: No Way Home,Bailando Cumbia ,0.175,0.624,0.0456,0.00353,0.936,0.173,0.035,94.019
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Try a Little Tenderness ,0.396,0.255,0.0639,0.689,0.897,0.0906,0.156,98.853
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,When Johnny Comes Marching Home ,0.567,0.836,0.0308,0.0461,0.738,0.0934,0.508,126.735
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,We'll Meet Again ,0.396,0.0836,0.0355,0.956,7.01e-05,0.0896,0.118,106.622
Joker,Temptation Rag ,0.167,0.0721,0.0339,0.856,0.265,0.0758,0.0388,86.116
Joker,Here Comes The King ,0.202,0.238,0.0338,0.727,0.938,0.126,0.0383,97.274
Joker,Murray's Theme ,0.841,0.549,0.0367,0.394,0.957,0.125,0.759,111.74
Joker,Hello News ,0.167,0.0721,0.0339,0.856,0.265,0.0758,0.0388,86.116
Joker,Rooftop ,0.167,0.0721,0.0339,0.856,0.265,0.0758,0.0388,86.116
Joker,Everybody Plays The Fool ,0.485,0.641,0.0418,0.704,9.92e-05,0.159,0.855,168.645
Joker,The Moon Is A Silver Dollar ,0.596,0.448,0.0396,0.365,5.3e-06,0.206,0.796,83.293
Joker,Slap That Bass ,0.589,0.4,0.0298,0.382,0.0,0.0885,0.801,119.944
Joker,If You're Happy And You Know It ,0.475,0.328,0.277,0.995,0.00946,0.436,0.922,208.063
Joker,Send In The Clowns ,0.197,0.0909,0.0334,0.897,0.00152,0.108,0.108,86.981
Joker,My Name Is Carnival ,0.596,0.448,0.0396,0.365,5.3e-06,0.206,0.796,83.293
Joker,Smile ,0.417,0.384,0.0446,0.814,0.0,0.412,0.356,107.3
Joker,That's Life ,0.522,0.442,0.0303,0.215,1.52e-05,0.149,0.525,74.942
Joker,Murray's Late Night ,0.816,0.734,0.311,0.122,0.0,0.136,0.456,152.936
Joker,Toy Dept. (Toy Waltz) ,0.596,0.448,0.0396,0.365,5.3e-06,0.206,0.796,83.293
Joker,Bedding Dept. ,0.596,0.448,0.0396,0.365,5.3e-06,0.206,0.796,83.293
Joker,Descends In Lift ,0.783,0.587,0.0555,0.17,1.37e-06,0.146,0.849,136.995
Joker,In Basement ,0.596,0.448,0.0396,0.365,5.3e-06,0.206,0.796,83.293
Joker,Joins Girl In Bedding Dept. ,0.167,0.0721,0.0339,0.856,0.265,0.0758,0.0388,86.116
Joker,Charlie Meets Burglars ,0.477,0.546,0.0874,0.173,0.219,0.0985,0.782,152.74
Joker,Bottle Bursts ,0.202,0.238,0.0338,0.727,0.938,0.126,0.0383,97.274
Joker,Rock 'n' Roll (Part 2) ,0.582,0.483,0.119,0.59,0.694,0.16,0.674,134.195
Joker,Love Theme ,0.202,0.238,0.0338,0.727,0.938,0.126,0.0383,97.274
Joker,Spanish Flea ,0.747,0.669,0.0497,0.128,0.824,0.0364,0.965,79.829
Joker,White Room ,0.553,0.576,0.0304,0.191,0.00664,0.0365,0.457,109.827
Spider-Man: Into the Spider-Verse,People Get Up and Drive Your Funky Soul (Remix) ,0.8,0.802,0.166,0.23,0.00379,0.0971,0.82,97.586
Spider-Man: Into the Spider-Verse,Theme from Spiderman ,0.157,0.584,0.0601,0.152,0.822,0.143,0.0744,149.927
Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse) ,0.76,0.479,0.0466,0.556,0.0,0.0703,0.913,89.911
Spider-Man: Into the Spider-Verse,Capullito de Alelí ,0.701,0.755,0.0417,0.00363,0.000795,0.121,0.116,95.036
Spider-Man: Into the Spider-Verse,Familia (Spider-Man: Into the Spider-Verse) ,0.766,0.881,0.137,0.0166,2.3e-06,0.347,0.674,112.027
Spider-Man: Into the Spider-Verse,Invincible ,0.724,0.6,0.29,0.141,0.000218,0.104,0.466,86.984
Spider-Man: Into the Spider-Verse,Save the Day ,0.871,0.751,0.0788,0.00391,0.0,0.0853,0.787,139.984
Spider-Man: Into the Spider-Verse,Memories ,0.567,0.651,0.0554,0.0519,0.0,0.183,0.519,93.989
Spider-Man: Into the Spider-Verse,Chemical Calisthenics ,0.717,0.643,0.331,0.0859,0.000469,0.197,0.51,127.513
Spider-Man: Into the Spider-Verse,Hypnotize ,0.927,0.4,0.353,0.341,0.0,0.127,0.844,96.032
Spider-Man: Into the Spider-Verse,Buss This ,0.157,0.584,0.0601,0.152,0.822,0.143,0.0744,149.927
Spider-Man: Into the Spider-Verse,The Number Song (Cut Chemist Remix) ,0.837,0.508,0.256,0.017,0.105,0.102,0.396,89.845
Spider-Man: Into the Spider-Verse,The Choice Is Yours ,0.427,0.696,0.302,0.0166,0.0,0.367,0.576,97.44
Spider-Man: Into the Spider-Verse,Apache ,0.837,0.508,0.256,0.017,0.105,0.102,0.396,89.845
Spider-Man: Into the Spider-Verse,Mary Mary ,0.779,0.834,0.162,0.0343,0.0,0.0886,0.8,100.46
Spider-Man: Into the Spider-Verse,Because I Got It Like That ,0.9,0.916,0.115,0.22,0.000141,0.0323,0.538,102.916
Spider-Man: Into the Spider-Verse,Spidey Bells (A Hero's Lament) ,0.157,0.584,0.0601,0.152,0.822,0.143,0.0744,149.927
Spider-Man: Into the Spider-Verse,Scared of the Dark ,0.443,0.623,0.0718,0.0468,0.0,0.247,0.156,79.365
Spider-Man: Into the Spider-Verse,Mumble Rap ,0.157,0.584,0.0601,0.152,0.822,0.143,0.0744,149.927
Spider-Man: Into the Spider-Verse,St. Elmo's Fire (Man in Motion) ,0.612,0.6,0.0327,0.15,3.04e-06,0.222,0.471,111.203
Spider-Man: Into the Spider-Verse,To the End ,0.157,0.584,0.0601,0.152,0.822,0.143,0.0744,149.927
Spider-Man: Into the Spider-Verse,Hide ,0.715,0.639,0.0752,0.0622,0.0,0.157,0.151,149.996
Spider-Man: Into the Spider-Verse,Want It Here ,0.837,0.508,0.256,0.017,0.105,0.102,0.396,89.845
Spider-Man: Into the Spider-Verse,Start a Riot ,0.728,0.727,0.206,0.0128,0.0,0.0882,0.89,143.144
Spider-Man: Into the Spider-Verse,What's Up Danger ,0.701,0.755,0.0417,0.00363,0.000795,0.121,0.116,95.036
Spider-Man: Into the Spider-Verse,Elevate ,0.58,0.935,0.293,0.176,0.0,0.514,0.666,129.173
Spider-Man: Into the Spider-Verse,Way Up ,0.585,0.941,0.145,0.03,8.41e-06,0.196,0.45,130.024
Spider-Man: Into the Spider-Verse,Home ,0.604,0.736,0.0555,0.00608,0.109,0.11,0.345,118.012
Spider-Man: Into the Spider-Verse,Salsa en la Calle ,0.837,0.508,0.256,0.017,0.105,0.102,0.396,89.845
Spider-Man: Into the Spider-Verse,Taut Walk ,0.157,0.584,0.0601,0.152,0.822,0.143,0.0744,149.927
Old Boy,Bring My Love ,0.247,0.233,0.0391,0.43,0.919,0.122,0.198,120.913
Old Boy,Winter ,0.369,0.35,0.0467,0.961,0.929,0.306,0.473,139.895
Old Boy,Waltz ,0.202,0.262,0.0417,0.385,0.886,0.616,0.213,121.132
Braveheart,It looks like we don't have any Soundtracks for this title yet.,0.0838,0.0164,0.0504,0.8,0.942,0.0847,0.0375,168.828
Toy Story,You've Got a Friend in Me ,0.689,0.333,0.0307,0.817,5.13e-06,0.285,0.471,115.835
Toy Story,Strange Things ,0.544,0.533,0.0307,0.153,0.00444,0.29,0.685,135.516
Toy Story,I Will Go Sailing No More ,0.164,0.0991,0.0331,0.928,0.0037,0.12,0.0587,179.238
Toy Story,Pop Goes the Weasel ,0.964,0.233,0.177,0.82,2.42e-06,0.0578,0.943,110.057
Toy Story,Hakuna Matata ,0.408,0.313,0.137,0.617,1.18e-05,0.115,0.725,170.013
Amadeus,"Le Nozze di Figaro (The Marriage of Figaro), K. 492, Act IV, Ah Tutti Contenti ",0.218,0.11,0.0502,0.989,0.0902,0.114,0.0371,77.795
Amadeus,"Don Giovanni, K. 527, A Cenar Teco, Da Qual Tremore Insolito... ",0.186,0.196,0.0382,0.98,0.204,0.389,0.0762,74.661
Amadeus,"Axur, Re d'Ormus: Finale ",0.312,0.293,0.0301,0.967,0.457,0.134,0.429,94.905
Amadeus,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384, Marten Aller Arten ",0.471,0.504,0.0574,0.922,0.0,0.0349,0.253,73.541
Amadeus,"Die Zauberflöte (The Magic Flute), K. 620, Aria No. 14, Der Holle Rache Kocht ",0.402,0.157,0.0431,0.981,0.376,0.159,0.183,145.135
Amadeus,"Concerto for Piano in E Flat Major, K. 482, 3rd Movement, Allegro ",0.28,0.0763,0.0447,0.986,0.891,0.165,0.195,79.054
Amadeus,"Concerto for Piano in D Minor, K. 466 ",0.204,0.027,0.0333,0.989,0.893,0.0817,0.115,78.898
Amadeus,"Symphony No. 25 in G Minor, K. 183: 1st Movement ",0.294,0.111,0.0462,0.975,0.896,0.317,0.285,155.352
Amadeus,"Lacrimosa, Requiem Mass in D, K. 626 ",0.198,0.0469,0.039,0.973,0.208,0.114,0.0375,96.719
Amadeus,"Harpsichord Piece in F Major, K. 33B ",0.362,0.0402,0.0459,0.805,0.00071,0.199,0.372,128.022
Amadeus,Caro Mio Ben ,0.35,0.0335,0.043,0.99,0.000114,0.068,0.197,102.754
Amadeus,"Adagio and Rondo for Glass Harmonica, Flute, Oboe, Viola and Cello, K. 617 ",0.428,0.105,0.0395,0.972,0.891,0.0632,0.324,142.426
Amadeus,"Confutatis, Requiem Mass in D, K. 626 ",0.214,0.0305,0.0375,0.987,0.224,0.106,0.0326,113.768
Amadeus,Serenade K. 361 Gran Partita for 13 Wind Instruments: Adagio ,0.154,0.033,0.0402,0.993,0.933,0.113,0.037,72.611
Amadeus,"Le Nozze di Figaro (The Marriage of Figaro), K. 492: Act 1 - Non Più Andrai (Overture) ",0.55,0.199,0.04,0.981,0.247,0.0812,0.547,129.556
Amadeus,"A Little Night Music Serenade in G for Strings 'Eine Kleine Nachtmusik', K. 525, 1st Movement ",0.647,0.124,0.0446,0.99,0.848,0.118,0.513,115.003
Amadeus,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384: Turkish Finale ",0.471,0.504,0.0574,0.922,0.0,0.0349,0.253,73.541
Amadeus,"Mass in C Minor, K. 427: Kyrie ",0.127,0.0896,0.0496,0.979,0.0714,0.068,0.0397,173.032
Amadeus,"Concerto for Flute and Harp, K. 299 2nd Movement ",0.285,0.0781,0.043,0.981,0.917,0.0937,0.187,81.858
Amadeus,"Allegro Moderato from Symphony No. 29 in A Major, K. 201 ",0.332,0.071,0.047,0.986,0.58,0.108,0.361,137.044
Amadeus,Concerto No. 10 for Two Pianos and Orchestra in E-Flat Minor (K. 365) 3rd Movement ,0.384,0.0953,0.0389,0.989,0.889,0.0514,0.253,84.277
Amadeus,"Allegro Maestoso from Sinfonia Concertante for Violin, Viola, and Orchestra in E-flat Major, K. 364 ",0.344,0.202,0.0397,0.959,0.457,0.0718,0.332,131.663
Amadeus,"Piano Concerto No. 15 in B-Flat, K. 450: III. Allegro ",0.331,0.166,0.0429,0.98,0.906,0.129,0.399,79.24
Amadeus,Ich Möchte Wohl Der Kaiser Sein (K539) ,0.651,0.322,0.0706,0.922,0.0,0.0621,0.813,98.199
Amadeus,Die Zauberflöte (The Magic Flute) Act 2 - Pa-Pa-Pa-Pa-Pa-Pa-Papagena! ,0.576,0.112,0.496,0.82,0.0,0.154,0.195,115.128
Amadeus,Die Zauberflöte (The Magic Flute) Act 2 - Ein Mädchen Oder Weibchen ,0.431,0.142,0.0543,0.907,3.36e-05,0.138,0.308,63.941
Amadeus,"Six German Dances, K. 509: No. 1 in D Major ",0.475,0.036,0.041,0.975,0.717,0.214,0.229,111.933
Amadeus,"Don Giovanni, K. 527: Overture ",0.39,0.174,0.0373,0.869,0.866,0.112,0.306,129.147
Amadeus,"Axur, Re d'Ormus: Act IV: Son Queste Le Speranze ",0.488,0.477,0.0275,0.756,0.755,0.107,0.154,109.814
Amadeus,"Rex Tremendae Majestatis, Requiem, K. 626 ",0.289,0.141,0.0327,0.966,0.588,0.117,0.143,91.799
Amadeus,"Le Nozze di Figaro (The Marriage of Figaro), K. 492 /Act I: Duettino: Cinque...Dieci...Venti ",0.509,0.131,0.0467,0.982,0.000163,0.182,0.303,129.672
Amadeus,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384 Act I, Singt dem Grossen Bassa Lieder ",0.471,0.504,0.0574,0.922,0.0,0.0349,0.253,73.541
Amadeus,"Le Nozze di Figaro (The Marriage of Figaro), K. 492 /Act III: Finale: Amanti Costanti (Ecco la Marcia) ",0.473,0.0753,0.0397,0.993,0.899,0.0787,0.357,112.822
Amadeus,"Die Entführung aus dem Serail (Abduction from the Seraglio), K. 384 Act II: Duet: Vivat Bacchus! Bacchus Lebe! ",0.471,0.504,0.0574,0.922,0.0,0.0349,0.253,73.541
Amadeus,"Die Zauberflöte (The Magic Flute), K. 620/Act I: Overture ",0.359,0.0856,0.0431,0.967,0.89,0.119,0.14,78.353
Amadeus,"Dies Irae, Requiem Mass in D, K. 626 ",0.403,0.263,0.0326,0.925,0.598,0.105,0.24,72.227
Amadeus,"Introitus, Requiem Mass in D, K. 626 ",0.0705,0.0854,0.0341,0.961,0.644,0.0883,0.037,76.658
Amadeus,"Don Giovanni, K. 527: Act II, Commendatore Scene ",0.221,0.41,0.0515,0.995,0.362,0.252,0.153,67.99
Amadeus,"Don Giovanni, K. 527: Act I, La Ci Darem La Mano ",0.364,0.038,0.0423,0.975,0.00112,0.19,0.209,91.478
Amadeus,Bubak and Hungaricus ,0.385,0.103,0.0627,0.182,0.0,0.0622,0.771,121.08
Amadeus,Stabat Mater; Quando Corpus Morietur and Amen ,0.215,0.0329,0.052,0.987,0.952,0.132,0.0348,129.74
Coco,Remember Me ,0.534,0.0556,0.0481,0.922,0.00024,0.11,0.272,92.65
Coco,Everyone Knows Juanita ,0.605,0.12,0.133,0.914,0.000121,0.112,0.4,84.852
Coco,Un Poco Loco ,0.62,0.496,0.133,0.597,1.36e-05,0.322,0.636,126.032
Coco,Proud Corazón ,0.389,0.408,0.0323,0.789,0.0,0.121,0.701,148.876
Coco,The World Es Mi Familia ,0.613,0.478,0.311,0.864,0.0,0.124,0.564,115.551
Coco,Allá en el Rancho Grande ,0.678,0.339,0.0509,0.723,4.28e-05,0.114,0.885,136.603
Coco,La Llorona ,0.46,0.574,0.112,0.318,0.0,0.1,0.37,67.697
Coco,Ciudad Victoria ,0.886,0.628,0.131,0.00215,1.15e-05,0.31,0.178,119.906
Coco,Dora's Dance ,0.795,0.582,0.0691,0.000236,0.88,0.077,0.708,130.018
Coco,La Petenera ,0.852,0.783,0.361,0.45,0.0,0.134,0.886,142.066
Coco,La Zandunga ,0.446,0.587,0.0413,0.565,0.000478,0.143,0.61,128.908
Coco,Jálale ,0.768,0.985,0.0556,0.00115,0.891,0.0491,0.802,99.985
Coco,"Hoy No Fío, Mañana Sí ",0.624,0.5,0.166,0.696,4.05e-05,0.372,0.562,95.234
Coco,Remember Me (Dúo) ,0.611,0.553,0.0328,0.415,0.0,0.497,0.573,84.996
Coco,Much Needed Advice ,0.576,0.316,0.114,0.855,2.38e-05,0.296,0.452,117.339
Inglourious Basterds,The Green Leaves of Summer ,0.605,0.281,0.0259,0.132,0.0,0.126,0.205,96.646
Inglourious Basterds,The Verdict ,0.347,0.459,0.0366,0.919,0.942,0.101,0.112,85.154
Inglourious Basterds,L'incontro Con La Figlia ,0.238,0.951,0.065,0.00108,0.126,0.962,0.355,141.394
Inglourious Basterds,White Lightning (Main Title) ,0.648,0.0606,0.0385,0.22,0.89,0.105,0.0798,119.966
Inglourious Basterds,Il Mercenario (Ripresa) ,0.366,0.161,0.0369,0.606,0.811,0.104,0.0564,131.801
Inglourious Basterds,Slaughter ,0.618,0.308,0.0644,0.746,0.0391,0.0949,0.755,115.329
Inglourious Basterds,Algeri: 1 Novembre 1954 (Battle of Algiers) ,0.399,0.89,0.0742,0.7,0.891,0.0966,0.574,132.201
Inglourious Basterds,The Surrender ,0.177,0.523,0.0351,0.517,0.417,0.0852,0.0952,101.563
Inglourious Basterds,One Silver Dollar ,0.5,0.0313,0.049,0.98,0.00496,0.132,0.208,73.387
Inglourious Basterds,Hound Chase (Intro) ,0.491,0.287,0.0496,0.227,0.209,0.0941,0.512,105.969
Inglourious Basterds,Al di là della legge ,0.618,0.308,0.0644,0.746,0.0391,0.0949,0.755,115.329
Inglourious Basterds,Bath Attack ,0.837,0.306,0.0719,0.387,0.0,0.0656,0.963,190.125
Inglourious Basterds,Claire's First Appearence ,0.642,0.378,0.0316,0.222,0.861,0.09,0.646,130.035
Inglourious Basterds,The Fight ,0.367,0.802,0.0544,0.0475,0.0,0.104,0.441,188.896
Inglourious Basterds,Davon geht die Welt nicht unter ,0.572,0.864,0.287,0.00737,0.0,0.0845,0.342,96.835
Inglourious Basterds,The Man with the Big Sombrero ,0.791,0.513,0.0555,0.549,5.95e-06,0.0563,0.501,117.997
Inglourious Basterds,Ich wollt ich waer ein Huhn ,0.558,0.578,0.338,0.37,0.0,0.344,0.468,83.687
Inglourious Basterds,Main Theme ,0.458,0.194,0.0515,0.557,0.925,0.0858,0.385,106.055
Inglourious Basterds,Cat People (Putting Out the Fire) ,0.722,0.382,0.0349,0.558,0.0001,0.104,0.321,117.55
Inglourious Basterds,Mystic and Severe ,0.542,0.491,0.0294,0.486,0.934,0.0841,0.537,95.529
Inglourious Basterds,The Devil's Rumble ,0.458,0.194,0.0515,0.557,0.925,0.0858,0.385,106.055
Inglourious Basterds,What'd I Say ,0.435,0.41,0.164,0.753,2.58e-06,0.0737,0.756,87.168
Inglourious Basterds,Zulus ,0.194,0.476,0.0396,0.0381,0.0191,0.364,0.292,88.264
Inglourious Basterds,Tiger Tank ,0.432,0.305,0.0318,0.29,0.855,0.2,0.0352,102.58
Inglourious Basterds,Eastern Condors ,0.746,0.476,0.0551,0.00247,0.932,0.82,0.795,82.99
Inglourious Basterds,Un Amico ,0.192,0.727,0.0361,0.0727,0.906,0.356,0.506,142.361
Inglourious Basterds,Rabbia e Tarantella ,0.618,0.308,0.0644,0.746,0.0391,0.0949,0.755,115.329
The Boat,La Paloma ,0.623,0.301,0.113,0.924,0.912,0.266,0.341,123.207
The Boat,J'Attendrai ,0.503,0.728,0.0295,0.311,0.005,0.293,0.24,151.962
The Boat,It's a Long Way to Tipperary ,0.805,0.701,0.0477,0.713,0.0,0.0763,0.929,113.719
The Boat,Erzherzog-Albretch-Marsch ,0.541,0.422,0.0387,0.947,0.965,0.131,0.674,109.948
The Boat,Sing Nachtigall Sing ,0.255,0.375,0.0357,0.785,0.938,0.0854,0.112,111.086
The Boat,Heimat deine Sterne ,0.432,0.407,0.033,0.264,0.0,0.112,0.484,175.642
The Boat,Mon Gars ,0.503,0.728,0.0295,0.311,0.005,0.293,0.24,151.962
The Boat,Westerwaldlied ,0.732,0.728,0.0415,0.664,0.0,0.0642,0.678,116.629
The Boat,Muss i' denn zum Städtele hinaus ,0.503,0.728,0.0295,0.311,0.005,0.293,0.24,151.962
The Boat,Parlez-moi d'Amour ,0.41,0.041,0.0427,0.996,0.7,0.11,0.456,67.691
The Boat,Varsity Rag ,0.498,0.802,0.0272,0.358,1.76e-06,0.108,0.63,146.011
Avengers: Endgame,Dear Mr. Fantasy ,0.171,0.505,0.0521,0.431,0.962,0.262,0.0796,92.613
Avengers: Endgame,Ant-Man Theme ,0.423,0.516,0.0424,0.171,0.916,0.0833,0.0448,91.044
Avengers: Endgame,Let's Go ,0.25,0.553,0.0429,0.606,0.673,0.145,0.226,118.985
Avengers: Endgame,Supersonic Rocket Ship ,0.609,0.368,0.0539,0.753,0.938,0.106,0.182,118.05
Avengers: Endgame,Doom and Gloom ,0.25,0.553,0.0429,0.606,0.673,0.145,0.226,118.985
Avengers: Endgame,Doctor Strange Theme ,0.171,0.505,0.0521,0.431,0.962,0.262,0.0796,92.613
Avengers: Endgame,Hey Lawdy Mama ,0.171,0.505,0.0521,0.431,0.962,0.262,0.0796,92.613
Avengers: Endgame,Come and Get Your Love ,0.738,0.767,0.0314,0.108,1.94e-06,0.0682,0.97,105.814
Avengers: Endgame,"It's Been a Long, Long Time ",0.21,0.244,0.0329,0.931,0.00428,0.572,0.264,73.278
Avengers: Endgame,La Cucaracha ,0.609,0.368,0.0539,0.753,0.938,0.106,0.182,118.05
Avengers: Endgame,Captain Marvel Theme ,0.2,0.575,0.0406,0.00201,0.955,0.111,0.111,164.071
Avengers: Endgame,Make Way For Tomorrow Today ,0.171,0.505,0.0521,0.431,0.962,0.262,0.0796,92.613
Princess Mononoke,Mononoke-Hime/Princess Mononoke Theme Song ,0.523,0.052,0.0544,0.984,0.967,0.109,0.138,70.87
Princess Mononoke,Princess Mononoke Theme Song (Mononoke-Hime) ,0.523,0.052,0.0544,0.984,0.967,0.109,0.138,70.87
Princess Mononoke,The Tatara Women Work Song (Tatara Fumu Onnatachi) ,0.427,0.0921,0.0834,0.989,0.902,0.106,0.271,72.511
Once Upon a Time in America,God Bless America ,0.0718,0.0468,0.0441,0.971,0.909,0.0916,0.0341,78.421
Once Upon a Time in America,'Summertime' from 'Porgy and Bess' ,0.172,0.0696,0.0339,0.916,0.00199,0.137,0.103,167.974
Once Upon a Time in America,Night and Day ,0.0718,0.0468,0.0441,0.971,0.909,0.0916,0.0341,78.421
Once Upon a Time in America,Yesterday ,0.447,0.234,0.0271,0.574,0.0,0.101,0.223,93.143
Once Upon a Time in America,Amapola ,0.0718,0.0468,0.0441,0.971,0.909,0.0916,0.0341,78.421
Once Upon a Time in America,La Gazza Ladra ,0.0718,0.0468,0.0441,0.971,0.909,0.0916,0.0341,78.421
Once Upon a Time in America,St. James Infirmary Blues ,0.0718,0.0468,0.0441,0.971,0.909,0.0916,0.0341,78.421
Once Upon a Time in America,Cockeye's Song/Childhood Memories ,0.0718,0.0468,0.0441,0.971,0.909,0.0916,0.0341,78.421
Once Upon a Time in America,Poverty ,0.185,0.225,0.0343,0.89,0.875,0.112,0.0972,95.916
Good Will Hunting,Big Strong Man ,0.434,0.379,0.0271,0.609,0.776,0.153,0.0684,103.993
Good Will Hunting,If I Had the Last Dream in the World ,0.434,0.379,0.0271,0.609,0.776,0.153,0.0684,103.993
Good Will Hunting,Baker Street ,0.646,0.555,0.0336,0.0022,0.000544,0.0982,0.634,116.588
Good Will Hunting,Room ,0.434,0.379,0.0271,0.609,0.776,0.153,0.0684,103.993
Good Will Hunting,Boys Better ,0.704,0.685,0.0421,0.0101,0.177,0.343,0.345,128.693
Good Will Hunting,We Still Need More Than Anyone Can Give ,0.434,0.379,0.0271,0.609,0.776,0.153,0.0684,103.993
Good Will Hunting,No Name #3 ,0.593,0.252,0.031,0.339,0.00459,0.146,0.265,79.552
Good Will Hunting,Runaway ,0.434,0.379,0.0271,0.609,0.776,0.153,0.0684,103.993
Good Will Hunting,Why Do I Lie? ,0.575,0.651,0.0466,0.00319,0.0,0.139,0.611,81.298
Good Will Hunting,"Grand Sonata in B-Flat Major, Op. 30/D.617 ",0.587,0.358,0.0276,0.219,0.00201,0.192,0.368,96.685
Good Will Hunting,Somebody's Baby ,0.639,0.89,0.0414,0.00586,4.42e-06,0.331,0.971,141.911
Good Will Hunting,"Six Grandes Marches, Op. 40/D.819, No. 5 ",0.624,0.233,0.0523,0.975,0.936,0.132,0.27,128.04
Good Will Hunting,Say Yes ,0.582,0.111,0.0401,0.875,0.000112,0.0851,0.422,76.507
