song_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,cluster_id
360.0,0.887,0.313,0.275,0.0003,0.11,0.0326,0.148,147.0
361.0,0.856,0.686,0.379,0.0,0.103,0.223,0.923,317.0
362.0,0.797,0.678,0.312,0.0,0.115,0.0392,0.953,220.0
363.0,0.833,0.167,0.146,0.88,0.17,0.0391,0.132,382.0
364.0,0.495,0.396,0.548,1.86e-06,0.483,0.16,0.39,344.0
365.0,0.87,0.309,0.181,0.000279,0.118,0.0337,0.146,147.0
366.0,0.268,0.699,0.417,0.0,0.1,0.0926,0.372,210.0
367.0,0.0634,0.402,0.391,0.0,0.296,0.0406,0.568,480.0
368.0,0.0634,0.402,0.391,0.0,0.296,0.0406,0.568,480.0
369.0,0.857,0.148,0.105,0.89,0.117,0.042,0.0392,192.0
370.0,0.579,0.328,0.219,0.0991,0.104,0.0337,0.0387,448.0
371.0,0.579,0.328,0.219,0.0991,0.104,0.0337,0.0387,448.0
372.0,0.951,0.289,0.0601,0.000161,0.252,0.0341,0.265,71.0
373.0,0.567,0.604,0.623,0.0186,0.192,0.0542,0.749,388.0
374.0,0.995,0.296,0.0149,0.921,0.0914,0.041,0.0328,46.0
375.0,0.934,0.252,0.214,0.961,0.102,0.033,0.0363,162.0
376.0,0.87,0.884,0.445,0.0,0.112,0.0379,0.93,478.0
377.0,0.447,0.634,0.63,0.039,0.17,0.031,0.489,355.0
378.0,0.608,0.277,0.237,7.64e-06,0.0958,0.036,0.207,448.0
379.0,0.04,0.167,0.736,0.821,0.234,0.0578,0.37,239.0
380.0,0.0014,0.319,0.775,0.00141,0.142,0.0537,0.412,97.0
381.0,0.321,0.817,0.528,0.961,0.223,0.0331,0.894,70.0
382.0,0.321,0.817,0.528,0.961,0.223,0.0331,0.894,70.0
383.0,0.102,0.594,0.46,1.35e-06,0.224,0.0306,0.634,379.0
384.0,0.321,0.817,0.528,0.961,0.223,0.0331,0.894,70.0
385.0,0.000878,0.282,0.566,0.0,0.38,0.0291,0.477,221.0
386.0,4.19e-06,0.404,0.907,0.0959,0.292,0.0382,0.311,96.0
387.0,0.321,0.817,0.528,0.961,0.223,0.0331,0.894,70.0
388.0,0.321,0.817,0.528,0.961,0.223,0.0331,0.894,70.0
389.0,0.709,0.347,0.378,0.98,0.101,0.0282,0.131,47.0
390.0,0.0415,0.591,0.493,3.24e-05,0.158,0.0278,0.545,158.0
391.0,0.963,0.223,0.752,0.0767,0.625,0.187,0.214,150.0
392.0,0.082,0.514,0.48,0.00436,0.0904,0.0264,0.13,440.0
393.0,0.687,0.757,0.545,0.0,0.317,0.0478,0.854,19.0
394.0,0.99,0.3,0.0617,0.149,0.127,0.0495,0.0671,17.0
395.0,0.995,0.18,0.00656,0.956,0.107,0.0369,0.0399,331.0
396.0,0.954,0.35,0.167,4.86e-06,0.113,0.0324,0.331,223.0
397.0,0.852,0.304,0.579,0.0497,0.109,0.0498,0.176,67.0
398.0,0.0113,0.642,0.857,0.244,0.375,0.173,0.303,149.0
399.0,0.967,0.189,0.198,0.942,0.125,0.0394,0.0339,162.0
400.0,0.967,0.189,0.198,0.942,0.125,0.0394,0.0339,162.0
401.0,0.967,0.189,0.198,0.942,0.125,0.0394,0.0339,162.0
402.0,0.873,0.417,0.59,0.728,0.0911,0.0554,0.238,65.0
403.0,0.967,0.273,0.0841,0.959,0.149,0.0427,0.135,46.0
404.0,0.813,0.107,0.184,0.922,0.0967,0.0396,0.0331,382.0
405.0,0.941,0.557,0.598,0.0,0.114,0.562,0.245,165.0
406.0,0.822,0.563,0.551,0.00209,0.407,0.0495,0.913,455.0
407.0,0.822,0.563,0.551,0.00209,0.407,0.0495,0.913,455.0
408.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
409.0,0.916,0.698,0.605,0.0,0.897,0.253,0.828,182.0
410.0,0.966,0.567,0.077,5.21e-05,0.35,0.0469,0.55,312.0
411.0,0.0345,0.746,0.822,0.0,0.0788,0.122,0.625,102.0
412.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
413.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
414.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
415.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
416.0,0.458,0.633,0.526,3.73e-05,0.214,0.0267,0.666,388.0
417.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
418.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
419.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
420.0,0.807,0.123,0.39,0.916,0.196,0.0369,0.13,404.0
421.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
422.0,0.458,0.633,0.526,3.73e-05,0.214,0.0267,0.666,388.0
423.0,0.989,0.52,0.492,5.52e-05,0.858,0.0403,0.616,180.0
424.0,0.968,0.427,0.24,1.55e-05,0.127,0.035,0.305,223.0
425.0,0.121,0.415,0.75,0.284,0.136,0.128,0.652,229.0
426.0,0.0148,0.591,0.92,0.0,0.145,0.0852,0.3,336.0
427.0,0.2,0.404,0.446,0.382,0.0842,0.0306,0.385,61.0
428.0,0.406,0.749,0.786,0.342,0.291,0.05,0.862,215.0
429.0,0.519,0.465,0.62,0.198,0.114,0.078,0.835,118.0
430.0,0.519,0.465,0.62,0.198,0.114,0.078,0.835,118.0
431.0,0.406,0.749,0.786,0.342,0.291,0.05,0.862,215.0
432.0,0.519,0.465,0.62,0.198,0.114,0.078,0.835,118.0
433.0,0.406,0.749,0.786,0.342,0.291,0.05,0.862,215.0
434.0,0.968,0.59,0.209,0.63,0.159,0.044,0.544,300.0
435.0,0.519,0.465,0.62,0.198,0.114,0.078,0.835,118.0
436.0,0.406,0.749,0.786,0.342,0.291,0.05,0.862,215.0
437.0,0.729,0.4,0.169,0.0638,0.179,0.0333,0.214,375.0
438.0,0.00631,0.425,0.783,0.852,0.0745,0.0808,0.422,340.0
439.0,0.0503,0.872,0.3,0.97,0.111,0.106,0.584,257.0
440.0,0.926,0.575,0.286,3.96e-06,0.303,0.0469,0.596,312.0
441.0,0.754,0.348,0.413,0.0808,0.161,0.0351,0.228,67.0
442.0,0.291,0.548,0.663,0.659,0.179,0.0629,0.644,31.0
443.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
444.0,0.22,0.815,0.547,0.151,0.0815,0.0326,0.939,484.0
445.0,0.46,0.193,0.264,0.905,0.151,0.0343,0.142,224.0
446.0,0.344,0.892,0.345,0.8,0.0991,0.0543,0.824,458.0
447.0,0.254,0.476,0.672,0.0104,0.192,0.0447,0.661,405.0
448.0,0.99,0.427,0.0451,0.913,0.112,0.041,0.0707,491.0
449.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
450.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
451.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
452.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
453.0,0.795,0.545,0.332,0.0179,0.149,0.0339,0.64,7.0
454.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
455.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
456.0,0.992,0.236,0.00452,0.963,0.0959,0.0597,0.135,46.0
457.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
458.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
459.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
460.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
461.0,0.989,0.327,0.093,0.872,0.1,0.0401,0.137,177.0
462.0,0.982,0.354,0.076,0.839,0.149,0.0545,0.0984,177.0
463.0,0.927,0.384,0.585,0.728,0.486,0.0849,0.276,297.0
464.0,0.0635,0.47,0.934,5.7e-05,0.862,0.0673,0.513,136.0
465.0,0.0635,0.47,0.934,5.7e-05,0.862,0.0673,0.513,136.0
466.0,0.963,0.452,0.34,0.0,0.312,0.0601,0.538,104.0
467.0,0.963,0.568,0.701,0.00653,0.669,0.68,0.587,107.0
468.0,0.938,0.304,0.175,0.0172,0.138,0.0477,0.108,416.0
469.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
470.0,0.929,0.256,0.155,0.0428,0.098,0.0366,0.0705,397.0
471.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
472.0,0.767,0.779,0.187,0.935,0.113,0.0492,0.513,204.0
473.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
474.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
475.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
476.0,0.384,0.156,0.122,0.163,0.0971,0.0356,0.0389,212.0
477.0,0.754,0.101,0.362,0.44,0.0907,0.0388,0.0387,274.0
478.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
479.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
480.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
481.0,0.196,0.678,0.656,0.014,0.114,0.047,0.906,62.0
482.0,0.888,0.173,0.424,0.309,0.198,0.0324,0.0389,396.0
483.0,0.000236,0.0714,0.922,0.882,0.0898,0.0977,0.196,299.0
484.0,0.579,0.255,0.329,0.0724,0.304,0.0384,0.177,256.0
485.0,0.727,0.583,0.268,0.0553,0.0955,0.0405,0.339,121.0
486.0,0.0869,0.59,0.873,0.0,0.115,0.112,0.323,336.0
487.0,0.964,0.553,0.14,0.657,0.0927,0.0502,0.435,300.0
488.0,0.543,0.204,0.364,0.0127,0.698,0.032,0.289,16.0
489.0,0.0256,0.706,0.688,0.919,0.095,0.0362,0.878,311.0
490.0,0.97,0.183,0.0441,0.843,0.0895,0.0362,0.0716,127.0
491.0,0.881,0.256,0.217,0.538,0.322,0.0312,0.122,250.0
492.0,0.0256,0.706,0.688,0.919,0.095,0.0362,0.878,311.0
493.0,0.938,0.176,0.229,0.922,0.141,0.032,0.0737,162.0
494.0,0.398,0.514,0.718,0.937,0.114,0.0397,0.22,495.0
495.0,0.304,0.421,0.715,0.0,0.097,0.155,0.262,183.0
496.0,0.867,0.549,0.277,0.896,0.545,0.0598,0.5,193.0
497.0,0.987,0.278,0.0803,0.88,0.0979,0.0517,0.25,89.0
498.0,0.942,0.535,0.319,0.112,0.535,0.0422,0.916,231.0
499.0,0.942,0.535,0.319,0.112,0.535,0.0422,0.916,231.0
500.0,0.963,0.235,0.0901,0.57,0.252,0.0481,0.0716,250.0
501.0,0.636,0.179,0.641,0.0303,0.94,0.0439,0.495,329.0
502.0,0.0816,0.734,0.694,0.0,0.0843,0.131,0.505,430.0
503.0,0.0816,0.734,0.694,0.0,0.0843,0.131,0.505,430.0
504.0,0.0816,0.734,0.694,0.0,0.0843,0.131,0.505,430.0
505.0,0.0816,0.734,0.694,0.0,0.0843,0.131,0.505,430.0
506.0,0.629,0.47,0.472,0.468,0.106,0.0283,0.213,59.0
507.0,0.552,0.831,0.622,0.847,0.0955,0.0984,0.908,437.0
508.0,0.963,0.235,0.0901,0.57,0.252,0.0481,0.0716,250.0
509.0,0.696,0.715,0.571,0.0,0.725,0.146,0.714,182.0
510.0,0.891,0.672,0.592,0.892,0.102,0.028,0.906,209.0
511.0,0.11,0.497,0.778,0.885,0.111,0.0488,0.0956,160.0
512.0,1.48e-05,0.352,0.748,0.982,0.284,0.0894,0.136,38.0
513.0,0.805,0.508,0.427,0.905,0.116,0.0302,0.928,75.0
514.0,0.14,0.562,0.867,1.22e-05,0.346,0.0522,0.516,105.0
515.0,0.101,0.149,0.885,0.00922,0.247,0.0429,0.181,92.0
516.0,0.0043,0.776,0.47,0.00298,0.0944,0.0572,0.966,52.0
517.0,0.101,0.149,0.885,0.00922,0.247,0.0429,0.181,92.0
518.0,0.967,0.23,0.419,0.947,0.436,0.0365,0.104,343.0
519.0,0.101,0.149,0.885,0.00922,0.247,0.0429,0.181,92.0
520.0,0.0601,0.435,0.618,0.00282,0.167,0.0324,0.695,321.0
521.0,0.909,0.274,0.389,0.93,0.0811,0.0372,0.0753,394.0
522.0,0.101,0.149,0.885,0.00922,0.247,0.0429,0.181,92.0
523.0,0.00719,0.467,0.325,0.888,0.109,0.0312,0.24,467.0
524.0,0.101,0.149,0.885,0.00922,0.247,0.0429,0.181,92.0
525.0,0.989,0.274,0.148,0.889,0.121,0.0367,0.188,42.0
526.0,0.978,0.218,0.266,0.973,0.123,0.0318,0.0835,162.0
527.0,0.985,0.21,0.272,0.841,0.173,0.0437,0.0795,162.0
528.0,0.975,0.211,0.374,0.647,0.146,0.0343,0.0922,187.0
529.0,0.938,0.178,0.255,0.893,0.17,0.0386,0.0689,162.0
530.0,0.929,0.164,0.157,0.525,0.118,0.0437,0.0767,185.0
531.0,0.929,0.164,0.157,0.525,0.118,0.0437,0.0767,185.0
532.0,0.896,0.163,0.258,0.148,0.108,0.0335,0.151,397.0
533.0,0.966,0.135,0.156,0.696,0.119,0.0373,0.093,34.0
534.0,0.929,0.164,0.157,0.525,0.118,0.0437,0.0767,185.0
535.0,0.99,0.127,0.219,0.943,0.121,0.0317,0.131,162.0
536.0,0.98,0.194,0.153,0.935,0.123,0.0401,0.165,42.0
537.0,0.929,0.164,0.157,0.525,0.118,0.0437,0.0767,185.0
538.0,0.929,0.164,0.157,0.525,0.118,0.0437,0.0767,185.0
539.0,0.936,0.354,0.289,0.782,0.0969,0.0351,0.63,429.0
540.0,0.929,0.164,0.157,0.525,0.118,0.0437,0.0767,185.0
541.0,0.971,0.183,0.269,0.974,0.101,0.0317,0.205,42.0
542.0,0.917,0.538,0.235,0.0187,0.076,0.0315,0.777,245.0
543.0,0.666,0.439,0.733,0.86,0.288,0.0475,0.21,265.0
544.0,0.73,0.422,0.351,0.904,0.0784,0.0352,0.168,47.0
545.0,0.726,0.255,0.246,0.461,0.272,0.0388,0.303,59.0
546.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
547.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
548.0,0.822,0.725,0.541,0.0127,0.122,0.0555,0.107,428.0
549.0,0.527,0.519,0.662,3.14e-06,0.106,0.0513,0.607,130.0
550.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
551.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
552.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
553.0,0.966,0.312,0.0726,0.924,0.171,0.0402,0.119,46.0
554.0,0.469,0.726,0.478,0.0,0.162,0.03,0.412,355.0
555.0,0.66,0.0788,0.451,0.871,0.141,0.0367,0.0747,254.0
556.0,0.775,0.548,0.74,2.96e-05,0.341,0.0398,0.606,243.0
557.0,0.922,0.248,0.298,0.835,0.099,0.0334,0.2,253.0
558.0,0.553,0.511,0.682,0.911,0.123,0.0503,0.481,285.0
559.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
560.0,0.0419,0.583,0.887,0.0,0.426,0.427,0.252,434.0
561.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
562.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
563.0,0.577,0.555,0.288,0.577,0.559,0.0309,0.428,349.0
564.0,0.774,0.453,0.219,0.000127,0.111,0.0298,0.155,375.0
565.0,0.576,0.557,0.34,0.818,0.14,0.0646,0.402,10.0
566.0,0.989,0.313,0.00918,0.542,0.101,0.0312,0.0731,476.0
567.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
568.0,0.128,0.563,0.917,8.47e-06,0.404,0.158,0.573,15.0
569.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
570.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
571.0,0.0477,0.735,0.578,0.00023,0.231,0.0292,0.736,377.0
572.0,0.562,0.154,0.362,0.518,0.124,0.0317,0.137,274.0
573.0,0.598,0.421,0.594,0.000235,0.383,0.0365,0.347,344.0
574.0,0.325,0.282,0.204,0.759,0.34,0.0347,0.064,138.0
575.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
576.0,0.289,0.452,0.43,0.0,0.311,0.0405,0.432,129.0
577.0,0.0457,0.566,0.657,0.00012,0.377,0.0261,0.234,35.0
578.0,0.773,0.509,0.368,0.0,0.261,0.0454,0.655,7.0
579.0,0.802,0.757,0.426,0.0,0.625,0.0437,0.886,182.0
580.0,0.902,0.249,0.153,0.0,0.358,0.0345,0.157,159.0
581.0,0.981,0.371,0.278,0.0,0.272,0.0303,0.338,496.0
582.0,0.835,0.767,0.262,0.612,0.103,0.0526,0.312,387.0
583.0,0.922,0.172,0.109,0.886,0.659,0.0347,0.0365,112.0
584.0,0.939,0.825,0.133,0.922,0.0886,0.27,0.6,204.0
585.0,0.967,0.215,0.0252,0.696,0.108,0.0375,0.0456,358.0
586.0,0.967,0.215,0.0252,0.696,0.108,0.0375,0.0456,358.0
587.0,0.00292,0.418,0.994,0.0,0.221,0.163,0.234,230.0
588.0,0.519,0.589,0.488,4.75e-06,0.0512,0.0352,0.611,130.0
589.0,0.641,0.656,0.607,0.0069,0.272,0.0345,0.947,64.0
590.0,0.000655,0.803,0.433,0.842,0.103,0.0768,0.709,257.0
591.0,0.641,0.656,0.607,0.0069,0.272,0.0345,0.947,64.0
592.0,0.000467,0.169,0.468,0.931,0.168,0.04,0.125,68.0
593.0,0.509,0.546,0.319,0.0157,0.18,0.0292,0.107,86.0
594.0,0.136,0.54,0.934,0.161,0.643,0.0737,0.825,225.0
595.0,0.967,0.215,0.0252,0.696,0.108,0.0375,0.0456,358.0
596.0,0.641,0.656,0.607,0.0069,0.272,0.0345,0.947,64.0
597.0,0.641,0.656,0.607,0.0069,0.272,0.0345,0.947,64.0
598.0,0.982,0.613,0.0531,0.942,0.12,0.046,0.349,378.0
599.0,0.141,0.53,0.631,0.0,0.117,0.031,0.613,276.0
600.0,0.000655,0.803,0.433,0.842,0.103,0.0768,0.709,257.0
601.0,0.00333,0.601,0.825,0.00299,0.128,0.0343,0.582,51.0
602.0,0.000856,0.24,0.863,0.858,0.0835,0.0536,0.452,299.0
603.0,0.25,0.574,0.695,0.95,0.0797,0.0283,0.584,84.0
604.0,0.401,0.628,0.442,0.000254,0.124,0.0702,0.496,20.0
605.0,0.0158,0.269,0.516,0.00289,0.981,0.0309,0.254,197.0
606.0,0.705,0.303,0.158,0.259,0.239,0.0417,0.108,25.0
607.0,0.929,0.381,0.163,0.84,0.144,0.0299,0.558,294.0
608.0,0.394,0.401,0.186,0.0309,0.345,0.0466,0.34,256.0
609.0,0.924,0.183,0.0947,0.584,0.16,0.0398,0.085,185.0
610.0,0.969,0.197,0.0843,0.944,0.106,0.0356,0.0725,331.0
611.0,0.969,0.197,0.0843,0.944,0.106,0.0356,0.0725,331.0
612.0,0.969,0.197,0.0843,0.944,0.106,0.0356,0.0725,331.0
613.0,0.945,0.148,0.347,0.679,0.1,0.0525,0.127,187.0
614.0,0.969,0.197,0.0843,0.944,0.106,0.0356,0.0725,331.0
615.0,0.945,0.148,0.347,0.679,0.1,0.0525,0.127,187.0
616.0,0.945,0.148,0.347,0.679,0.1,0.0525,0.127,187.0
617.0,0.969,0.197,0.0843,0.944,0.106,0.0356,0.0725,331.0
618.0,0.987,0.477,0.228,0.0231,0.187,0.108,0.749,494.0
619.0,0.97,0.44,0.0966,0.375,0.122,0.035,0.473,100.0
620.0,0.979,0.468,0.235,0.244,0.199,0.0434,0.486,288.0
621.0,0.969,0.197,0.0843,0.944,0.106,0.0356,0.0725,331.0
622.0,0.945,0.148,0.347,0.679,0.1,0.0525,0.127,187.0
623.0,0.945,0.148,0.347,0.679,0.1,0.0525,0.127,187.0
624.0,0.89,0.335,0.551,9.44e-06,0.0709,0.0507,0.43,240.0
625.0,0.17,0.447,0.231,0.842,0.269,0.0492,0.0318,14.0
626.0,0.17,0.447,0.231,0.842,0.269,0.0492,0.0318,14.0
627.0,0.946,0.446,0.121,0.666,0.22,0.125,0.603,300.0
628.0,0.962,0.227,0.0862,0.942,0.0942,0.0611,0.0356,331.0
629.0,0.926,0.498,0.0789,0.514,0.236,0.0323,0.613,300.0
630.0,0.27,0.719,0.659,5.15e-06,0.0782,0.0284,0.874,62.0
631.0,0.912,0.127,0.0355,0.594,0.119,0.0447,0.0834,185.0
632.0,0.00656,0.494,0.844,0.254,0.663,0.06,0.787,33.0
633.0,0.000954,0.47,0.915,7.58e-06,0.35,0.1,0.69,188.0
634.0,0.733,0.399,0.145,8.66e-06,0.0717,0.028,0.18,375.0
635.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
636.0,0.0509,0.561,0.648,0.0,0.146,0.0265,0.392,475.0
637.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
638.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
639.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
640.0,0.00711,0.492,0.932,0.0,0.177,0.203,0.635,284.0
641.0,0.00255,0.438,0.805,5.69e-05,0.0842,0.0624,0.564,97.0
642.0,0.351,0.657,0.372,0.0,0.0856,0.041,0.836,83.0
643.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
644.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
645.0,0.844,0.645,0.169,0.00019,0.109,0.0317,0.178,309.0
646.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
647.0,0.351,0.657,0.372,0.0,0.0856,0.041,0.836,83.0
648.0,0.00588,0.598,0.829,0.000401,0.308,0.132,0.647,471.0
649.0,0.00711,0.492,0.932,0.0,0.177,0.203,0.635,284.0
650.0,0.98,0.206,0.00664,0.958,0.0883,0.0366,0.052,331.0
651.0,0.933,0.219,0.23,0.00279,0.291,0.0332,0.231,159.0
652.0,0.716,0.43,0.417,0.574,0.246,0.0399,0.295,59.0
653.0,0.716,0.43,0.417,0.574,0.246,0.0399,0.295,59.0
654.0,0.716,0.43,0.417,0.574,0.246,0.0399,0.295,59.0
655.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
656.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
657.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
658.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
659.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
660.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
661.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
662.0,0.225,0.403,0.577,0.0,0.119,0.0377,0.147,124.0
663.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
664.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
665.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
666.0,0.225,0.403,0.577,0.0,0.119,0.0377,0.147,124.0
667.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
668.0,0.225,0.403,0.577,0.0,0.119,0.0377,0.147,124.0
669.0,0.00353,0.175,0.624,0.936,0.173,0.0456,0.035,68.0
670.0,0.689,0.396,0.255,0.897,0.0906,0.0639,0.156,281.0
671.0,0.0461,0.567,0.836,0.738,0.0934,0.0308,0.508,103.0
672.0,0.956,0.396,0.0836,7.01e-05,0.0896,0.0355,0.118,155.0
673.0,0.856,0.167,0.0721,0.265,0.0758,0.0339,0.0388,249.0
674.0,0.727,0.202,0.238,0.938,0.126,0.0338,0.0383,101.0
675.0,0.394,0.841,0.549,0.957,0.125,0.0367,0.759,70.0
676.0,0.856,0.167,0.0721,0.265,0.0758,0.0339,0.0388,249.0
677.0,0.856,0.167,0.0721,0.265,0.0758,0.0339,0.0388,249.0
678.0,0.704,0.485,0.641,9.92e-05,0.159,0.0418,0.855,455.0
679.0,0.365,0.596,0.448,5.3e-06,0.206,0.0396,0.796,83.0
680.0,0.382,0.589,0.4,0.0,0.0885,0.0298,0.801,83.0
681.0,0.995,0.475,0.328,0.00946,0.436,0.277,0.922,436.0
682.0,0.897,0.197,0.0909,0.00152,0.108,0.0334,0.108,45.0
683.0,0.365,0.596,0.448,5.3e-06,0.206,0.0396,0.796,83.0
684.0,0.814,0.417,0.384,0.0,0.412,0.0446,0.356,361.0
685.0,0.215,0.522,0.442,1.52e-05,0.149,0.0303,0.525,196.0
686.0,0.122,0.816,0.734,0.0,0.136,0.311,0.456,13.0
687.0,0.365,0.596,0.448,5.3e-06,0.206,0.0396,0.796,83.0
688.0,0.365,0.596,0.448,5.3e-06,0.206,0.0396,0.796,83.0
689.0,0.17,0.783,0.587,1.37e-06,0.146,0.0555,0.849,208.0
690.0,0.365,0.596,0.448,5.3e-06,0.206,0.0396,0.796,83.0
691.0,0.856,0.167,0.0721,0.265,0.0758,0.0339,0.0388,249.0
692.0,0.173,0.477,0.546,0.219,0.0985,0.0874,0.782,391.0
693.0,0.727,0.202,0.238,0.938,0.126,0.0338,0.0383,101.0
694.0,0.59,0.582,0.483,0.694,0.16,0.119,0.674,415.0
695.0,0.727,0.202,0.238,0.938,0.126,0.0338,0.0383,101.0
696.0,0.128,0.747,0.669,0.824,0.0364,0.0497,0.965,6.0
697.0,0.191,0.553,0.576,0.00664,0.0365,0.0304,0.457,29.0
698.0,0.23,0.8,0.802,0.00379,0.0971,0.166,0.82,202.0
699.0,0.152,0.157,0.584,0.822,0.143,0.0601,0.0744,211.0
700.0,0.556,0.76,0.479,0.0,0.0703,0.0466,0.913,307.0
701.0,0.00363,0.701,0.755,0.000795,0.121,0.0417,0.116,82.0
702.0,0.0166,0.766,0.881,2.3e-06,0.347,0.137,0.674,73.0
703.0,0.141,0.724,0.6,0.000218,0.104,0.29,0.466,13.0
704.0,0.00391,0.871,0.751,0.0,0.0853,0.0788,0.787,305.0
705.0,0.0519,0.567,0.651,0.0,0.183,0.0554,0.519,29.0
706.0,0.0859,0.717,0.643,0.000469,0.197,0.331,0.51,13.0
707.0,0.341,0.927,0.4,0.0,0.127,0.353,0.844,385.0
708.0,0.152,0.157,0.584,0.822,0.143,0.0601,0.0744,211.0
709.0,0.017,0.837,0.508,0.105,0.102,0.256,0.396,168.0
710.0,0.0166,0.427,0.696,0.0,0.367,0.302,0.576,234.0
711.0,0.017,0.837,0.508,0.105,0.102,0.256,0.396,168.0
712.0,0.0343,0.779,0.834,0.0,0.0886,0.162,0.8,305.0
713.0,0.22,0.9,0.916,0.000141,0.0323,0.115,0.538,102.0
714.0,0.152,0.157,0.584,0.822,0.143,0.0601,0.0744,211.0
715.0,0.0468,0.443,0.623,0.0,0.247,0.0718,0.156,487.0
716.0,0.152,0.157,0.584,0.822,0.143,0.0601,0.0744,211.0
717.0,0.15,0.612,0.6,3.04e-06,0.222,0.0327,0.471,29.0
718.0,0.152,0.157,0.584,0.822,0.143,0.0601,0.0744,211.0
719.0,0.0622,0.715,0.639,0.0,0.157,0.0752,0.151,82.0
720.0,0.017,0.837,0.508,0.105,0.102,0.256,0.396,168.0
721.0,0.0128,0.728,0.727,0.0,0.0882,0.206,0.89,12.0
722.0,0.00363,0.701,0.755,0.000795,0.121,0.0417,0.116,82.0
723.0,0.176,0.58,0.935,0.0,0.514,0.293,0.666,15.0
724.0,0.03,0.585,0.941,8.41e-06,0.196,0.145,0.45,450.0
725.0,0.00608,0.604,0.736,0.109,0.11,0.0555,0.345,149.0
726.0,0.017,0.837,0.508,0.105,0.102,0.256,0.396,168.0
